index,posX,posY,posZ
1,1.0239340994444623,2.74179918490154,yes
2,1.0239340994444623,2.74179918490154,yes
3,1.0239340994444623,2.74179918490154,yes
4,1.0239340994444623,2.74179918490154,yes
5,0.9102956387385558,2.949100722308872,yes
6,0.9102956387385558,2.949100722308872,yes
7,0.9102956387385558,2.949100722308872,yes
8,0.8940498882460783,3.1412789408639257,yes
9,0.8940498882460783,3.1412789408639257,yes
10,0.8940498882460783,3.1412789408639257,yes
11,0.9748023896889332,3.1195245477412734,yes
12,0.9748023896889332,3.1195245477412734,yes
13,0.9748023896889332,3.1195245477412734,yes
14,0.9748023896889332,3.1195245477412734,yes
15,1.1253453049323756,2.483466305272718,yes
16,1.1253453049323756,2.483466305272718,yes
17,1.1253453049323756,2.483466305272718,yes
18,1.2827016117039651,2.6900458482592944,yes
19,1.2827016117039651,2.6900458482592944,yes
20,1.2827016117039651,2.6900458482592944,yes
21,0.8026239465355268,2.7120536994067956,yes
22,0.8026239465355268,2.7120536994067956,yes
23,0.8026239465355268,2.7120536994067956,yes
24,0.8026239465355268,2.7120536994067956,yes
25,0.9684167697936882,2.9440466644752394,yes
26,0.9684167697936882,2.9440466644752394,yes
27,0.9684167697936882,2.9440466644752394,yes
28,1.183896791853979,3.1980758468730164,yes
29,1.183896791853979,3.1980758468730164,yes
30,1.183896791853979,3.1980758468730164,yes
31,0.6965571944295796,3.52445518049818,yes
32,0.6965571944295796,3.52445518049818,yes
33,0.6965571944295796,3.52445518049818,yes
34,0.6965571944295796,3.52445518049818,yes
35,0.7170269354627887,3.1085528791686055,yes
36,0.7170269354627887,3.1085528791686055,yes
37,0.7170269354627887,3.1085528791686055,yes
38,0.8497443420594912,2.744108757895676,yes
39,0.8497443420594912,2.744108757895676,yes
40,0.8497443420594912,2.744108757895676,yes
41,1.0252323499677671,2.802737699306194,yes
42,1.0252323499677671,2.802737699306194,yes
43,1.0252323499677671,2.802737699306194,yes
44,1.0252323499677671,2.802737699306194,yes
45,1.0109430752956745,2.9944680923696256,yes
46,1.0109430752956745,2.9944680923696256,yes
47,1.0109430752956745,2.9944680923696256,yes
48,1.1474164682666081,2.7224291877713775,yes
49,1.1474164682666081,2.7224291877713775,yes
50,1.1474164682666081,2.7224291877713775,yes
51,1.161741913506623,2.7960199613035273,yes
52,1.161741913506623,2.7960199613035273,yes
53,1.161741913506623,2.7960199613035273,yes
54,1.161741913506623,2.7960199613035273,yes
55,1.039761932251181,3.011219476047046,yes
56,1.039761932251181,3.011219476047046,yes
57,1.039761932251181,3.011219476047046,yes
58,0.8884894335692208,3.1019573642449614,yes
59,0.8884894335692208,3.1019573642449614,yes
60,0.8884894335692208,3.1019573642449614,yes
61,1.0490452148731564,3.333387455449226,yes
62,1.0490452148731564,3.333387455449226,yes
63,1.0490452148731564,3.333387455449226,yes
64,1.0490452148731564,3.333387455449226,yes
65,0.8294080601794721,3.0118868096033746,yes
66,0.8294080601794721,3.0118868096033746,yes
67,0.8294080601794721,3.0118868096033746,yes
68,1.187954987854376,2.7860438521874684,yes
69,1.187954987854376,2.7860438521874684,yes
70,1.187954987854376,2.7860438521874684,yes
71,0.986971157414248,3.17388207572773,yes
72,0.986971157414248,3.17388207572773,yes
73,0.986971157414248,3.17388207572773,yes
74,0.986971157414248,3.17388207572773,yes
75,1.0096817587675266,2.9166553420673362,yes
76,1.0096817587675266,2.9166553420673362,yes
77,1.0096817587675266,2.9166553420673362,yes
78,0.8543998873356472,2.6865194022242758,yes
79,0.8543998873356472,2.6865194022242758,yes
80,0.8543998873356472,2.6865194022242758,yes
81,1.1139042229712248,2.6615479816122916,yes
82,1.1139042229712248,2.6615479816122916,yes
83,1.1139042229712248,2.6615479816122916,yes
84,1.1139042229712248,2.6615479816122916,yes
85,0.7688598533351373,2.141367690968099,yes
86,0.7688598533351373,2.141367690968099,yes
87,0.7688598533351373,2.141367690968099,yes
88,0.7486007987995347,2.6355458793902113,yes
89,0.7486007987995347,2.6355458793902113,yes
90,0.7486007987995347,2.6355458793902113,yes
91,0.7362948103652613,3.157112011822321,yes
92,0.7362948103652613,3.157112011822321,yes
93,0.7362948103652613,3.157112011822321,yes
94,0.7362948103652613,3.157112011822321,yes
95,1.0361772613334195,3.0071374593171583,yes
96,1.0361772613334195,3.0071374593171583,yes
97,1.0361772613334195,3.0071374593171583,yes
98,0.6891934535550184,2.4133991801310515,yes
99,0.6891934535550184,2.4133991801310515,yes
100,0.6891934535550184,2.4133991801310515,yes
101,0.9038779658380924,2.74941565041575,yes
102,0.9038779658380924,2.74941565041575,yes
103,0.9038779658380924,2.74941565041575,yes
104,0.9038779658380924,2.74941565041575,yes
105,1.1409634148731476,3.0624311717113146,yes
106,1.1409634148731476,3.0624311717113146,yes
107,1.1409634148731476,3.0624311717113146,yes
108,0.8498090456890867,2.8103205172832837,yes
109,0.8498090456890867,2.8103205172832837,yes
110,0.8498090456890867,2.8103205172832837,yes
111,0.9903655794952941,2.965468526943221,yes
112,0.9903655794952941,2.965468526943221,yes
113,0.9903655794952941,2.965468526943221,yes
114,0.9903655794952941,2.965468526943221,yes
115,0.9730112184474141,3.4541000589727457,yes
116,0.9730112184474141,3.4541000589727457,yes
117,0.9730112184474141,3.4541000589727457,yes
118,0.7049137374998651,3.2821567285277773,yes
119,0.7049137374998651,3.2821567285277773,yes
120,0.7049137374998651,3.2821567285277773,yes
121,0.9274181798813949,2.860020202195119,yes
122,0.9274181798813949,2.860020202195119,yes
123,0.9274181798813949,2.860020202195119,yes
124,0.9274181798813949,2.860020202195119,yes
125,0.7136607666136152,3.143070946025177,yes
126,0.7136607666136152,3.143070946025177,yes
127,0.7136607666136152,3.143070946025177,yes
128,1.0990078119983362,3.0399589936077636,yes
129,1.0990078119983362,3.0399589936077636,yes
130,1.0990078119983362,3.0399589936077636,yes
131,1.330739929569874,3.349416618634218,yes
132,1.330739929569874,3.349416618634218,yes
133,1.330739929569874,3.349416618634218,yes
134,1.330739929569874,3.349416618634218,yes
135,1.3260452066136519,2.664415330678646,yes
136,1.3260452066136519,2.664415330678646,yes
137,1.3260452066136519,2.664415330678646,yes
138,0.6888928939859675,3.21039458878998,yes
139,0.6888928939859675,3.21039458878998,yes
140,0.6888928939859675,3.21039458878998,yes
141,1.052853788959737,2.4340545431449185,yes
142,1.052853788959737,2.4340545431449185,yes
143,1.052853788959737,2.4340545431449185,yes
144,1.052853788959737,2.4340545431449185,yes
145,1.0877334127818636,2.7156867732694456,yes
146,1.0877334127818636,2.7156867732694456,yes
147,1.0877334127818636,2.7156867732694456,yes
148,1.0903011742279811,2.640895547996678,yes
149,1.0903011742279811,2.640895547996678,yes
150,1.0903011742279811,2.640895547996678,yes
151,0.7839492224217156,3.2690161827310944,yes
152,0.7839492224217156,3.2690161827310944,yes
153,0.7839492224217156,3.2690161827310944,yes
154,0.7839492224217156,3.2690161827310944,yes
155,1.028737407409978,2.912068093309977,yes
156,1.028737407409978,2.912068093309977,yes
157,1.028737407409978,2.912068093309977,yes
158,1.317119918052459,3.2134840014121524,yes
159,1.317119918052459,3.2134840014121524,yes
160,1.317119918052459,3.2134840014121524,yes
161,1.2686868976748704,2.955980658624436,yes
162,1.2686868976748704,2.955980658624436,yes
163,1.2686868976748704,2.955980658624436,yes
164,1.2686868976748704,2.955980658624436,yes
165,1.2231998045479688,2.5931739180976656,yes
166,1.2231998045479688,2.5931739180976656,yes
167,1.2231998045479688,2.5931739180976656,yes
168,1.1413972979906128,3.0302786028881803,yes
169,1.1413972979906128,3.0302786028881803,yes
170,1.1413972979906128,3.0302786028881803,yes
171,1.205029947479284,2.633626754473242,yes
172,1.205029947479284,2.633626754473242,yes
173,1.205029947479284,2.633626754473242,yes
174,1.205029947479284,2.633626754473242,yes
175,1.1295350406050964,3.3893405639268646,yes
176,1.1295350406050964,3.3893405639268646,yes
177,1.1295350406050964,3.3893405639268646,yes
178,1.2486475901014316,2.9896477139375515,yes
179,1.2486475901014316,2.9896477139375515,yes
180,1.2486475901014316,2.9896477139375515,yes
181,1.164069563374976,3.341106582102113,yes
182,1.164069563374976,3.341106582102113,yes
183,1.164069563374976,3.341106582102113,yes
184,1.164069563374976,3.341106582102113,yes
185,1.0339756709563173,3.2182844504081425,yes
186,1.0339756709563173,3.2182844504081425,yes
187,1.0339756709563173,3.2182844504081425,yes
188,0.6870353141544221,2.9995958924585766,yes
189,0.6870353141544221,2.9995958924585766,yes
190,0.6870353141544221,2.9995958924585766,yes
191,0.6991966168056263,3.3735545964105893,yes
192,0.6991966168056263,3.3735545964105893,yes
193,0.6991966168056263,3.3735545964105893,yes
194,0.6991966168056263,3.3735545964105893,yes
195,1.224644322285905,2.991795269684007,yes
